DocumentType;Country;Language;ISIN;DocumentConstraint;RecordDate;ChangeDate;Url;FileSize;Checksum;DisseminationRecipient
KID;GB;en;GB00B75HWH59;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/c0e38a8611fd7777f7960137e65168af_112468/KID_GB_en_GB00B75HWH59_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;112468;c0e38a8611fd7777f7960137e65168af;
KID;GB;en;GB00B75MTT12;YES;24/01/2020;31/01/2020;https://api.fundinfo.com/document/9aff95bdf0ede8b3b97237db0313180e_310727/KID_GB_en_GB00B75MTT12_YES_2020-01-24.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310727;9aff95bdf0ede8b3b97237db0313180e;
MR;GB;en;GB00B75MTT12;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/88c8dda305b9ebb186ef46b16d9dd52f_590595/MR_GB_en_GB00B75MTT12_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;590595;88c8dda305b9ebb186ef46b16d9dd52f;
MR;GB;en;GB00B75MTT12;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/75364d6bf799910c597027217806c6ff_395661/MR_GB_en_GB00B75MTT12_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;395661;75364d6bf799910c597027217806c6ff;
SID;GB;en;GB00B75MTT12;YES;01/09/2016;04/10/2017;https://api.fundinfo.com/document/97a52bb39a5b35de016f583d771d6c83_120701/SID_GB_en_GB00B75MTT12_YES_2016-09-01.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;120701;97a52bb39a5b35de016f583d771d6c83;
KID;GB;en;GB00B760YK06;YES;07/02/2020;14/02/2020;https://api.fundinfo.com/document/3005938b129616adf417e5f12dac0a13_310959/KID_GB_en_GB00B760YK06_YES_2020-02-07.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;310959;3005938b129616adf417e5f12dac0a13;
MR;GB;en;GB00B760YK06;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/ce7a91fd69b75355ba9fccc2fd5a98e1_418160/MR_GB_en_GB00B760YK06_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;418160;ce7a91fd69b75355ba9fccc2fd5a98e1;
MR;GB;en;GB00B760YK06;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/53fe7101bb29ee644a2e86dc1c85b114_269461/MR_GB_en_GB00B760YK06_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;269461;53fe7101bb29ee644a2e86dc1c85b114;
SID;GB;en;GB00B760YK06;YES;01/09/2016;04/10/2017;https://api.fundinfo.com/document/97a52bb39a5b35de016f583d771d6c83_120701/SID_GB_en_GB00B760YK06_YES_2016-09-01.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;120701;97a52bb39a5b35de016f583d771d6c83;
KID;GB;en;GB00B765NR56;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/abaf603b9dbf1a253e5d8882e77a54b9_111448/KID_GB_en_GB00B765NR56_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111448;abaf603b9dbf1a253e5d8882e77a54b9;
KID;GB;en;GB00B769ZK48;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/6e6a8f8bf8efdbbcba1d9b6a1d91eb0f_88568/KID_GB_en_GB00B769ZK48_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;88568;6e6a8f8bf8efdbbcba1d9b6a1d91eb0f;
MR;GB;en;GB00B769ZK48;YES;30/04/2020;15/06/2020;https://api.fundinfo.com/document/baeb6e4d79741c7a2babfbdb16d8130e_1354231/MR_GB_en_GB00B769ZK48_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1354231;baeb6e4d79741c7a2babfbdb16d8130e;
KID;GB;en;GB00B76B9Y24;YES;14/02/2020;14/02/2020;https://api.fundinfo.com/document/00fbad3f365255a0f90eb5c0d9859f1f_59520/KID_GB_en_GB00B76B9Y24_YES_2020-02-14.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;59520;00fbad3f365255a0f90eb5c0d9859f1f;
SID;GB;en;GB00B76B9Y24;YES;04/05/2015;24/10/2017;https://api.fundinfo.com/document/481b03f27ed95bb0ed444c95f0f0e62b_1581249/SID_GB_en_GB00B76B9Y24_YES_2015-05-04.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1581249;481b03f27ed95bb0ed444c95f0f0e62b;
KID;GB;en;GB00B76CZD62;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/357124c204e2c7daaa48d6c6ab24845c_111440/KID_GB_en_GB00B76CZD62_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111440;357124c204e2c7daaa48d6c6ab24845c;
KID;GB;en;GB00B76FNM05;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/12c1f72c9141a1bd289d6da21dd40034_88010/KID_GB_en_GB00B76FNM05_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;88010;12c1f72c9141a1bd289d6da21dd40034;
MR;GB;en;GB00B76FNM05;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/87d564d17fd891e7cc6bffa589488ae4_1355288/MR_GB_en_GB00B76FNM05_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1355288;87d564d17fd891e7cc6bffa589488ae4;
KID;GB;en;GB00B76JLK62;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/ca2b4e57b244cbd31290909b717d7412_88832/KID_GB_en_GB00B76JLK62_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;88832;ca2b4e57b244cbd31290909b717d7412;
MR;GB;en;GB00B76JLK62;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/1124c384dee45d3cd48c055e860ce0c6_1378927/MR_GB_en_GB00B76JLK62_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1378927;1124c384dee45d3cd48c055e860ce0c6;
KID;GB;en;GB00B76N7B10;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/d0aa12596ac5c65286d2d51fddd93e13_110956/KID_GB_en_GB00B76N7B10_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;110956;d0aa12596ac5c65286d2d51fddd93e13;
KID;GB;en;GB00B7759Y38;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/f40f2085222f3590785741e400bfd452_110120/KID_GB_en_GB00B7759Y38_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;110120;f40f2085222f3590785741e400bfd452;
KID;GB;en;GB00B7778087;YES;16/01/2020;17/01/2020;https://api.fundinfo.com/document/001816444203434478db94cfc6646fa0_104394/KID_GB_en_GB00B7778087_YES_2020-01-16.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;104394;001816444203434478db94cfc6646fa0;
MR;GB;en;GB00B7778087;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/8843d98eacdccdc8b5a73bfc15139575_394667/MR_GB_en_GB00B7778087_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;394667;8843d98eacdccdc8b5a73bfc15139575;
MR;GB;en;GB00B7778087;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/687460e17950b368641cc52b046220c7_363623/MR_GB_en_GB00B7778087_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;363623;687460e17950b368641cc52b046220c7;
KID;GB;en;GB00B777RC30;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/00aab80bd5a8279470bc98709c15648f_89581/KID_GB_en_GB00B777RC30_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;89581;00aab80bd5a8279470bc98709c15648f;
KID;GB;en;GB00B778R828;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/3475bc136fb0db97e7f1a6076cee3de8_109756/KID_GB_en_GB00B778R828_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;109756;3475bc136fb0db97e7f1a6076cee3de8;
KID;GB;en;GB00B77CF027;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/9535eef9874f84714fc9cae1cc702b0d_109752/KID_GB_en_GB00B77CF027_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;109752;9535eef9874f84714fc9cae1cc702b0d;
MR;GB;en;GB00B77HHZ62;YES;31/05/2020;22/06/2020;https://api.fundinfo.com/document/0f90b15fce70945642c99c6f0a2d0b7a_114447/MR_GB_en_GB00B77HHZ62_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;114447;0f90b15fce70945642c99c6f0a2d0b7a;
KID;GB;en;GB00B77HHZ62;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/95b9552ece17176a72c4afcba0633cb1_113540/KID_GB_en_GB00B77HHZ62_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113540;95b9552ece17176a72c4afcba0633cb1;
MR;GB;en;GB00B7875289;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/9bd56b497df18d5df6d8833c8ecd15ed_113628/MR_GB_en_GB00B7875289_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113628;9bd56b497df18d5df6d8833c8ecd15ed;
KID;GB;en;GB00B7875289;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/b16a4dd7fe9bf465813b1aab87239155_88583/KID_GB_en_GB00B7875289_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;88583;b16a4dd7fe9bf465813b1aab87239155;
KID;GB;en;GB00B78PGS53;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/1b28d5b31e3fe906bef0889683354aff_87919/KID_GB_en_GB00B78PGS53_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87919;1b28d5b31e3fe906bef0889683354aff;
MR;GB;en;GB00B78PGS53;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/6682dec7d0c2a9fd5fea885fa24a3ea6_1356274/MR_GB_en_GB00B78PGS53_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1356274;6682dec7d0c2a9fd5fea885fa24a3ea6;
KID;GB;en;GB00B78PH601;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/71d01ed91eb364dee546b09c79ee2179_87900/KID_GB_en_GB00B78PH601_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87900;71d01ed91eb364dee546b09c79ee2179;
KID;GB;en;GB00B78PLC47;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/32dfa3ef6a4474f52e35bce99fb485fb_87715/KID_GB_en_GB00B78PLC47_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87715;32dfa3ef6a4474f52e35bce99fb485fb;
KID;GB;en;GB00B79BM732;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/15b1bbe8bcba37c70adcdd8142641b94_111048/KID_GB_en_GB00B79BM732_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111048;15b1bbe8bcba37c70adcdd8142641b94;
KID;GB;en;GB00B7BX4821;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/cbac03c98bf77384873e651cc78e8f14_110276/KID_GB_en_GB00B7BX4821_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;110276;cbac03c98bf77384873e651cc78e8f14;
MR;GB;en;GB00B7BX4821;YES;31/05/2020;19/06/2020;https://api.fundinfo.com/document/150604cead772799de2925981a6b858b_111192/MR_GB_en_GB00B7BX4821_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111192;150604cead772799de2925981a6b858b;
KID;GB;en;GB00B7C4NQ54;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/2f439da62e4b2eae0d556b8efebe7930_112540/KID_GB_en_GB00B7C4NQ54_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;112540;2f439da62e4b2eae0d556b8efebe7930;
MR;GB;en;GB00B7C4NQ54;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/ac2547b98aad85a9c9869759822dfdeb_112241/MR_GB_en_GB00B7C4NQ54_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;112241;ac2547b98aad85a9c9869759822dfdeb;
KID;GB;en;GB00B7D8K769;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/b67196547536f135faf506f8322ef7ea_113556/KID_GB_en_GB00B7D8K769_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113556;b67196547536f135faf506f8322ef7ea;
KID;GB;en;GB00B7DBH187;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/e9a9854502afa32cc4d3bf1f725311e8_111540/KID_GB_en_GB00B7DBH187_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111540;e9a9854502afa32cc4d3bf1f725311e8;
KID;GB;en;GB00B7DZK008;YES;22/04/2020;27/04/2020;https://api.fundinfo.com/document/fe21b27cc41b84cfdb0b3d1648984a6f_57859/KID_GB_en_GB00B7DZK008_YES_2020-04-22.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;57859;fe21b27cc41b84cfdb0b3d1648984a6f;
MR;GB;en;GB00B7DZK008;RES;29/02/2020;30/03/2020;https://api.fundinfo.com/document/ff5a883cc835089e21a3a173a86f4fbc_64924/MR_GB_en_GB00B7DZK008_RES_2020-02-29.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;64924;ff5a883cc835089e21a3a173a86f4fbc;
MR;GB;en;GB00B7DZK008;YES;31/05/2020;24/06/2020;https://api.fundinfo.com/document/5f5ba63b5176e5d70fee925190e4d5db_85796/MR_GB_en_GB00B7DZK008_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;85796;5f5ba63b5176e5d70fee925190e4d5db;
SID;GB;en;GB00B7DZK008;YES;04/05/2015;24/10/2017;https://api.fundinfo.com/document/d0c86167ca65127abf12535754242abb_1528448/SID_GB_en_GB00B7DZK008_YES_2015-05-04.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1528448;d0c86167ca65127abf12535754242abb;
MR;GB;en;GB00B7F5Y731;YES;31/05/2020;19/06/2020;https://api.fundinfo.com/document/a2691676c14ec694da568a25afbfa919_113787/MR_GB_en_GB00B7F5Y731_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113787;a2691676c14ec694da568a25afbfa919;
KID;GB;en;GB00B7F5Y731;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/3a7f77a5ebd6bff7ee773bfc9d468346_111312/KID_GB_en_GB00B7F5Y731_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111312;3a7f77a5ebd6bff7ee773bfc9d468346;
MR;GB;en;GB00B7FGLY29;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/99bddf3aec688dc8b4711ab3654ae2de_111030/MR_GB_en_GB00B7FGLY29_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111030;99bddf3aec688dc8b4711ab3654ae2de;
KID;GB;en;GB00B7FGLY29;YES;31/03/2020;01/04/2020;https://api.fundinfo.com/document/04cba089f0983ee3e9426143e2d54192_87962/KID_GB_en_GB00B7FGLY29_YES_2020-03-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87962;04cba089f0983ee3e9426143e2d54192;
KID;GB;en;GB00B7FGMR27;YES;31/03/2020;01/04/2020;https://api.fundinfo.com/document/45309bee2f23c371a2b92e0983aa75ca_88124/KID_GB_en_GB00B7FGMR27_YES_2020-03-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;88124;45309bee2f23c371a2b92e0983aa75ca;
KID;GB;en;GB00B7FHDW79;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/407dbad3be12fa698f0d81ce7d11039e_113688/KID_GB_en_GB00B7FHDW79_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113688;407dbad3be12fa698f0d81ce7d11039e;
KID;GB;en;GB00B7FM9R94;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/75b87622a1353ce94ff33e7a4a12d850_87995/KID_GB_en_GB00B7FM9R94_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87995;75b87622a1353ce94ff33e7a4a12d850;
MR;GB;en;GB00B7FM9R94;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/87d564d17fd891e7cc6bffa589488ae4_1355288/MR_GB_en_GB00B7FM9R94_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1355288;87d564d17fd891e7cc6bffa589488ae4;
KID;GB;en;GB00B7FPWG84;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/7f3c29a041f208428682a4c8530d00cf_118816/KID_GB_en_GB00B7FPWG84_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;118816;7f3c29a041f208428682a4c8530d00cf;
KID;GB;en;GB00B7FQHJ97;YES;16/01/2020;17/01/2020;https://api.fundinfo.com/document/cc8ed84274bf35b6718525d463ece091_104726/KID_GB_en_GB00B7FQHJ97_YES_2020-01-16.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;104726;cc8ed84274bf35b6718525d463ece091;
MR;GB;en;GB00B7FQHJ97;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/64996048e676ac0f9c720e01185069be_391778/MR_GB_en_GB00B7FQHJ97_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;391778;64996048e676ac0f9c720e01185069be;
MR;GB;en;GB00B7FQHJ97;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/b1e226657512a707b2f01105f21ca210_370765/MR_GB_en_GB00B7FQHJ97_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;370765;b1e226657512a707b2f01105f21ca210;
KID;GB;en;GB00B7FQHK03;YES;16/01/2020;17/01/2020;https://api.fundinfo.com/document/d74f682ecf4e0f4927e73e7b5dc3ddab_104644/KID_GB_en_GB00B7FQHK03_YES_2020-01-16.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;104644;d74f682ecf4e0f4927e73e7b5dc3ddab;
MR;GB;en;GB00B7FQHK03;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/4f95b01c575d4f33b40bb731fbd9cc3f_391480/MR_GB_en_GB00B7FQHK03_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;391480;4f95b01c575d4f33b40bb731fbd9cc3f;
MR;GB;en;GB00B7FQHK03;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/8542ef993a5dd100bc2a8893238830e5_360441/MR_GB_en_GB00B7FQHK03_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;360441;8542ef993a5dd100bc2a8893238830e5;
KID;GB;en;GB00B7FSJ224;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/40c40311fd98d21f03ac3640f34abb2b_113792/KID_GB_en_GB00B7FSJ224_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113792;40c40311fd98d21f03ac3640f34abb2b;
MR;GB;en;GB00B7FSJ224;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/840a2ca47995998fea9fa019357a666f_113201/MR_GB_en_GB00B7FSJ224_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;113201;840a2ca47995998fea9fa019357a666f;
KID;GB;en;GB00B7FV9F40;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/3f0276ca6d90f08082464aadf38f6ad3_114600/KID_GB_en_GB00B7FV9F40_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;114600;3f0276ca6d90f08082464aadf38f6ad3;
MR;GB;en;GB00B7FV9F40;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/18c05bee08f0f52de5e5b8f383968d50_115057/MR_GB_en_GB00B7FV9F40_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;115057;18c05bee08f0f52de5e5b8f383968d50;
KID;GB;en;GB00B7FW1L71;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/e34caf37327ccbe3e40e88f110ceccd6_111472/KID_GB_en_GB00B7FW1L71_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111472;e34caf37327ccbe3e40e88f110ceccd6;
MR;GB;en;GB00B7GJPN73;RES;31/05/2020;12/06/2020;https://api.fundinfo.com/document/66387589bb58ba93293532a7755f8eb2_395205/MR_GB_en_GB00B7GJPN73_RES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;395205;66387589bb58ba93293532a7755f8eb2;
KID;GB;en;GB00B7GJPN73;YES;16/01/2020;17/01/2020;https://api.fundinfo.com/document/d18b9713c09946b47735eedbc2f38938_104579/KID_GB_en_GB00B7GJPN73_YES_2020-01-16.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;104579;d18b9713c09946b47735eedbc2f38938;
MR;GB;en;GB00B7GJPN73;YES;31/05/2020;10/06/2020;https://api.fundinfo.com/document/8ec1210316575fbd6d762202a4f912c2_364171/MR_GB_en_GB00B7GJPN73_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;364171;8ec1210316575fbd6d762202a4f912c2;
KID;GB;en;GB00B7GNKY53;YES;23/03/2020;24/03/2020;https://api.fundinfo.com/document/359cdc634c54402d849ffae2d73cad41_89317/KID_GB_en_GB00B7GNKY53_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;89317;359cdc634c54402d849ffae2d73cad41;
MR;GB;en;GB00B7GNKY53;YES;31/05/2020;15/06/2020;https://api.fundinfo.com/document/4bcdbf84d42e29b4f190c2f22943f461_115357/MR_GB_en_GB00B7GNKY53_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;115357;4bcdbf84d42e29b4f190c2f22943f461;
KID;GB;en;GB00B7GQCS25;YES;14/02/2020;14/02/2020;https://api.fundinfo.com/document/f50ef6e0deb597e512aa9189e16d15d4_58202/KID_GB_en_GB00B7GQCS25_YES_2020-02-14.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;58202;f50ef6e0deb597e512aa9189e16d15d4;
MR;GB;en;GB00B7GQCS25;RES;29/02/2020;30/03/2020;https://api.fundinfo.com/document/b86ad3590435a8f7497a7c777c64b19c_63556/MR_GB_en_GB00B7GQCS25_RES_2020-02-29.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;63556;b86ad3590435a8f7497a7c777c64b19c;
MR;GB;en;GB00B7GQCS25;YES;31/05/2020;24/06/2020;https://api.fundinfo.com/document/f7e1cd655500c72ce20e69d50d4e0990_84368/MR_GB_en_GB00B7GQCS25_YES_2020-05-31.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;84368;f7e1cd655500c72ce20e69d50d4e0990;
SID;GB;en;GB00B7GQCS25;YES;04/05/2015;05/06/2015;https://api.fundinfo.com/document/d0c86167ca65127abf12535754242abb_1528448/SID_GB_en_GB00B7GQCS25_YES_2015-05-04.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;1528448;d0c86167ca65127abf12535754242abb;
KID;GB;en;GB00B7GTLH32;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/b3ccdf66b44dfdc7f689a8a9ba787be7_119084/KID_GB_en_GB00B7GTLH32_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;119084;b3ccdf66b44dfdc7f689a8a9ba787be7;
KID;GB;en;GB00B7GWVY91;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/ddebcbe8ca10535b1d826b591b685f16_111032/KID_GB_en_GB00B7GWVY91_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;111032;ddebcbe8ca10535b1d826b591b685f16;
KID;GB;en;GB00B7H4B441;YES;12/02/2020;12/02/2020;https://api.fundinfo.com/document/8016a508d3e5437f18c2042f512a37f9_112544/KID_GB_en_GB00B7H4B441_YES_2020-02-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;112544;8016a508d3e5437f18c2042f512a37f9;
KID;GB;en;GB00B7HJLD86;YES;12/06/2020;18/06/2020;https://api.fundinfo.com/document/7e3ed49168a1a01c86446ea2842af8cd_321493/KID_GB_en_GB00B7HJLD86_YES_2020-06-12.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;321493;7e3ed49168a1a01c86446ea2842af8cd;
MR;GB;en;GB00B7HJLD86;RES;30/04/2020;03/06/2020;https://api.fundinfo.com/document/e0b3f49c4c9cf829ddd2d17abb3f1c7c_547353/MR_GB_en_GB00B7HJLD86_RES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;547353;e0b3f49c4c9cf829ddd2d17abb3f1c7c;
MR;GB;en;GB00B7HJLD86;YES;30/04/2020;04/06/2020;https://api.fundinfo.com/document/a497e1ea9089e171b4b9ff739621f032_379866/MR_GB_en_GB00B7HJLD86_YES_2020-04-30.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;379866;a497e1ea9089e171b4b9ff739621f032;
SID;GB;en;GB00B7HJLD86;YES;01/09/2016;04/10/2017;https://api.fundinfo.com/document/97a52bb39a5b35de016f583d771d6c83_120701/SID_GB_en_GB00B7HJLD86_YES_2016-09-01.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;120701;97a52bb39a5b35de016f583d771d6c83;
KID;GB;en;GB00B7J4YT87;YES;23/03/2020;26/03/2020;https://api.fundinfo.com/document/216f81efef97c9e69dde245deeb7b707_87707/KID_GB_en_GB00B7J4YT87_YES_2020-03-23.pdf?apiKey=44f06e90-7d8a-420d-8bb3-3fea5c7bf125;87707;216f81efef97c9e69dde245deeb7b707;
